ensembl_gene_id,external_gene_name,mgi_symbol,mgi_description,chromosome_name,start_position,end_position,TSS_diff,cluster_3Mb_bychr,OR_class
ENSMUSG00000063106,Olfr1510,Olfr1510,olfactory receptor 1510,14,52409131,52414373,19337,14-2,class2
ENSMUSG00000035626,Olfr1509,Olfr1509,olfactory receptor 1509,14,52442990,52452574,33859,14-2,class2
ENSMUSG00000057564,Olfr1508,Olfr1508,olfactory receptor 1508,14,52458829,52467495,15839,14-2,class2
ENSMUSG00000059887,Olfr1507,Olfr1507,olfactory receptor 1507,14,52488791,52495749,29962,14-2,class2
ENSMUSG00000048153,Olfr49,Olfr49,olfactory receptor 49,14,54278253,54284939,1789462,14-2,class2
ENSMUSG00000075427,Olfr288,Olfr288,olfactory receptor 288,15,98186013,98195542,0,15-1,class2
ENSMUSG00000108748,Gm44579,Gm44579,predicted gene 44579,15,98186017,98220977,4,15-1,class2
ENSMUSG00000090129,Olfr287,Olfr287,olfactory receptor 287,15,98206971,98221056,20954,15-1,class2
ENSMUSG00000059460,Olfr286,Olfr286,olfactory receptor 286,15,98224308,98234450,17337,15-1,class2
ENSMUSG00000062037,Olfr285,Olfr285,olfactory receptor 285,15,98309203,98317353,84895,15-1,class2
ENSMUSG00000051793,Olfr284,Olfr284,olfactory receptor 284,15,98340022,98340987,30819,15-1,class2
ENSMUSG00000056184,Olfr283,Olfr283,olfactory receptor 283,15,98377699,98380946,37677,15-1,class2
ENSMUSG00000063780,Olfr282,Olfr282,olfactory receptor 282,15,98431225,98438638,53526,15-1,class2
ENSMUSG00000032987,Olfr281,Olfr281,olfactory receptor 281,15,98452588,98460395,21363,15-1,class2
ENSMUSG00000108728,OR5BS1P,,,15,98469896,98478982,17308,15-1,class2
ENSMUSG00000054036,Olfr279,Olfr279,olfactory receptor 279,15,98492402,98502637,22506,15-1,class2
ENSMUSG00000051003,Olfr161,Olfr161,olfactory receptor 161,16,3591042,3599323,0,16-1,class2
ENSMUSG00000059043,Olfr15,Olfr15,olfactory receptor 15,16,3830878,3844747,239836,16-1,class2
ENSMUSG00000048101,Olfr19,Olfr19,olfactory receptor 19,16,16672228,16676405,12841350,16-2,class2
ENSMUSG00000050742,Olfr164,Olfr164,olfactory receptor 164,16,19284104,19314064,2611876,16-2,class2
ENSMUSG00000050158,Olfr165,Olfr165,olfactory receptor 165,16,19406244,19423134,122140,16-2,class2
ENSMUSG00000056822,Olfr166,Olfr166,olfactory receptor 166,16,19483694,19489882,77450,16-2,class2
ENSMUSG00000045341,Olfr167,Olfr167,olfactory receptor 167,16,19509558,19522266,25864,16-2,class2
ENSMUSG00000061361,Olfr168,Olfr168,olfactory receptor 168,16,19529274,19535555,19716,16-2,class2
ENSMUSG00000068535,Olfr169,Olfr169,olfactory receptor 169,16,19564889,19571809,35615,16-2,class2
ENSMUSG00000062245,Olfr170,Olfr170,olfactory receptor 170,16,19605696,19611882,40807,16-2,class2
ENSMUSG00000060480,Olfr171,Olfr171,olfactory receptor 171,16,19623930,19629916,18234,16-2,class2
ENSMUSG00000071510,Olfr172,Olfr172,olfactory receptor 172,16,58759544,58763176,39135614,16-3,class2
ENSMUSG00000049362,Olfr173,Olfr173,olfactory receptor 173,16,58795207,58800268,35663,16-3,class2
ENSMUSG00000060663,Olfr175-ps1,Olfr175-ps1,"olfactory receptor 175, pseudogene 1",16,58823662,58826782,28455,16-3,class2
ENSMUSG00000063137,Olfr177,Olfr177,olfactory receptor 177,16,58870955,58874768,47293,16-3,class2
ENSMUSG00000044029,Olfr178,Olfr178,olfactory receptor 178,16,58888308,58892063,17353,16-3,class2
ENSMUSG00000090629,Olfr180,Olfr180,olfactory receptor 180,16,58914285,58929392,25977,16-3,class2
ENSMUSG00000090951,Olfr181,Olfr181,olfactory receptor 181,16,58924707,58928755,10422,16-3,class2
ENSMUSG00000062105,Olfr183,Olfr183,olfactory receptor 183,16,58995357,59001441,70650,16-3,class2
ENSMUSG00000047960,Olfr186,Olfr186,olfactory receptor 186,16,59025797,59030291,30440,16-3,class2
ENSMUSG00000043357,Olfr187,Olfr187,olfactory receptor 187,16,59035563,59039767,9766,16-3,class2
ENSMUSG00000064006,Olfr190,Olfr190,olfactory receptor 190,16,59067140,59078005,31577,16-3,class2
ENSMUSG00000094539,Olfr191,Olfr191,olfactory receptor 191,16,59082829,59089822,15689,16-3,class2
ENSMUSG00000108464,Olfr192,Olfr192,olfactory receptor 192,16,59097981,59101853,15152,16-3,class1
ENSMUSG00000060057,Olfr193,Olfr193,olfactory receptor 193,16,59107924,59111881,9943,16-3,class2
ENSMUSG00000063020,Olfr194,Olfr194,olfactory receptor 194,16,59116537,59121069,8613,16-3,class2
ENSMUSG00000062608,Olfr195,Olfr195,olfactory receptor 195,16,59147046,59150777,30509,16-3,class2
ENSMUSG00000096695,Olfr196,Olfr196,olfactory receptor 196,16,59166647,59170454,19601,16-3,class2
ENSMUSG00000052537,Olfr198,Olfr198,olfactory receptor 198,16,59200352,59203533,33705,16-3,class2
ENSMUSG00000074996,Olfr199,Olfr199,olfactory receptor 199,16,59214134,59219767,13782,16-3,class2
ENSMUSG00000074995,Olfr201,Olfr201,olfactory receptor 201,16,59266113,59272632,51979,16-3,class2
ENSMUSG00000048810,Olfr202,Olfr202,olfactory receptor 202,16,59283516,59286793,17403,16-3,class2
ENSMUSG00000068182,Olfr203,Olfr203,olfactory receptor 203,16,59298881,59304413,15365,16-3,class2
ENSMUSG00000095928,Olfr204,Olfr204,olfactory receptor 204,16,59310206,59318248,11325,16-3,class2
ENSMUSG00000094422,Olfr205,Olfr205,olfactory receptor 205,16,59328005,59331138,17799,16-3,class2
ENSMUSG00000066257,Olfr206,Olfr206,olfactory receptor 206,16,59344675,59349246,16670,16-3,class2
ENSMUSG00000095706,Olfr209,Olfr209,olfactory receptor 209,16,59361160,59363993,16485,16-3,class2
ENSMUSG00000094891,Olfr55,Olfr55,olfactory receptor 55,17,33168447,33180753,0,17-1,class2
ENSMUSG00000093884,Olfr239,Olfr239,olfactory receptor 239,17,33191302,33202506,22855,17-1,class2
ENSMUSG00000096169,Olfr1564,Olfr1564,olfactory receptor 1564,17,33211206,33221690,19904,17-1,class2
ENSMUSG00000054666,Olfr63,Olfr63,olfactory receptor 63,17,33264676,33275644,53470,17-1,class2
ENSMUSG00000056600,Olfr90,Olfr90,olfactory receptor 90,17,37083871,37088499,3819195,17-2,class2
ENSMUSG00000095377,Olfr91,Olfr91,olfactory receptor 91,17,37090618,37098278,6747,17-2,class2
ENSMUSG00000096477,Olfr92,Olfr92,olfactory receptor 92,17,37110512,37120088,19894,17-2,class2
ENSMUSG00000091601,Olfr93,Olfr93,olfactory receptor 93,17,37140423,37161494,29911,17-2,class2
ENSMUSG00000090556,Olfr753-ps1,Olfr753-ps1,"olfactory receptor 753, pseudogene 1",17,37168313,37185730,27890,17-2,class2
ENSMUSG00000043827,Olfr94,Olfr94,olfactory receptor 94,17,37196425,37200994,28112,17-2,class2
ENSMUSG00000049561,Olfr95,Olfr95,olfactory receptor 95,17,37207950,37213118,11525,17-2,class2
ENSMUSG00000064121,Olfr96,Olfr96,olfactory receptor 96,17,37220146,37226673,12196,17-2,class2
ENSMUSG00000058802,Olfr97,Olfr97,olfactory receptor 97,17,37230963,37237330,10817,17-2,class2
ENSMUSG00000063660,Olfr98,Olfr98,olfactory receptor 98,17,37262711,37263749,31748,17-2,class2
ENSMUSG00000061972,Olfr99,Olfr99,olfactory receptor 99,17,37279043,37283460,16332,17-2,class2
ENSMUSG00000092077,Olfr101,Olfr101,olfactory receptor 101,17,37297556,37304313,18513,17-2,class2
ENSMUSG00000091531,Olfr102,Olfr102,olfactory receptor 102,17,37311795,37317054,14239,17-2,class2
ENSMUSG00000049618,Olfr103,Olfr103,olfactory receptor 103,17,37334303,37339698,22508,17-2,class2
ENSMUSG00000095858,Olfr104-ps,Olfr104-ps,"olfactory receptor 104, pseudogene",17,37359582,37363993,25279,17-2,class2
ENSMUSG00000094884,Olfr105-ps,Olfr105-ps,"olfactory receptor 105, pseudogene",17,37379033,37386208,19451,17-2,class2
ENSMUSG00000095603,Olfr106-ps,Olfr106-ps,"olfactory receptor 106, pseudogene",17,37390393,37396252,11360,17-2,class2
ENSMUSG00000063188,Olfr107,Olfr107,olfactory receptor 107,17,37399226,37407477,8833,17-2,class2
ENSMUSG00000059687,Olfr108,Olfr108,olfactory receptor 108,17,37445480,37446517,46254,17-2,class2
ENSMUSG00000029184,Olfr109,Olfr109,olfactory receptor 109,17,37458916,37471590,13436,17-2,class2
ENSMUSG00000090894,Olfr110,Olfr110,olfactory receptor 110,17,37492468,37500207,33552,17-2,class2
ENSMUSG00000090675,Olfr111,Olfr111,olfactory receptor 111,17,37508030,37532449,15562,17-2,class2
ENSMUSG00000051611,Olfr112,Olfr112,olfactory receptor 112,17,37561668,37569451,53638,17-2,class2
ENSMUSG00000092292,Olfr113,Olfr113,olfactory receptor 113,17,37573877,37577663,12209,17-2,class2
ENSMUSG00000062629,Olfr114,Olfr114,olfactory receptor 114,17,37589233,37592743,15356,17-2,class2
ENSMUSG00000092413,Olfr115,Olfr115,olfactory receptor 115,17,37608940,37627109,19707,17-2,class2
ENSMUSG00000061336,Olfr116,Olfr116,olfactory receptor 116,17,37620577,37627199,11637,17-2,class2
ENSMUSG00000095286,Olfr117,Olfr117,olfactory receptor 117,17,37657600,37663782,37023,17-2,class2
ENSMUSG00000080990,Olfr118,Olfr118,olfactory receptor 118,17,37666988,37673476,9388,17-2,class2
ENSMUSG00000059964,Olfr119,Olfr119,olfactory receptor 119,17,37696564,37702124,29576,17-2,class2
ENSMUSG00000063994,Olfr120,Olfr120,olfactory receptor 120,17,37721808,37727220,25244,17-2,class2
ENSMUSG00000060017,Olfr121,Olfr121,olfactory receptor 121,17,37748855,37753169,27047,17-2,class2
ENSMUSG00000083947,Olfr122,Olfr122,olfactory receptor 122,17,37768607,37773749,19752,17-2,class2
ENSMUSG00000045202,Olfr123,Olfr123,olfactory receptor 123,17,37793529,37798134,24922,17-2,class2
ENSMUSG00000044985,Olfr124,Olfr124,olfactory receptor 124,17,37799888,37808617,6359,17-2,class2
ENSMUSG00000050613,Olfr125,Olfr125,olfactory receptor 125,17,37832949,37838490,33061,17-2,class2
ENSMUSG00000109212,Olfr126,Olfr126,olfactory receptor 126,17,37847483,37852057,14534,17-2,class2
ENSMUSG00000058114,Olfr127,Olfr127,olfactory receptor 127,17,37900437,37906795,52954,17-2,class2
ENSMUSG00000059030,Olfr128,Olfr128,olfactory receptor 128,17,37920548,37926801,20111,17-2,class2
ENSMUSG00000109376,Olfr761,Olfr761,olfactory receptor 761,17,37952051,37953079,31503,17-2,class2
ENSMUSG00000081724,Olfr129,Olfr129,olfactory receptor 129,17,38050857,38060079,98806,17-2,class2
ENSMUSG00000094878,Olfr130,Olfr130,olfactory receptor 130,17,38063921,38072790,13064,17-2,class2
ENSMUSG00000043312,Olfr131,Olfr131,olfactory receptor 131,17,38081624,38088693,17703,17-2,class2
ENSMUSG00000067186,Olfr132,Olfr132,olfactory receptor 132,17,38129863,38134526,48239,17-2,class2
ENSMUSG00000063240,Olfr133,Olfr133,olfactory receptor 133,17,38145281,38151269,15418,17-2,class2
ENSMUSG00000096009,Olfr134,Olfr134,olfactory receptor 134,17,38171388,38176578,26107,17-2,class2
ENSMUSG00000057801,Olfr135,Olfr135,olfactory receptor 135,17,38204335,38210915,32947,17-2,class2
ENSMUSG00000057443,Olfr138,Olfr138,olfactory receptor 138,17,38261035,38276410,56700,17-2,class2
ENSMUSG00000054940,Olfr137,Olfr137,olfactory receptor 137,17,38303527,38307570,42492,17-2,class2
ENSMUSG00000096840,Olfr136,Olfr136,olfactory receptor 136,17,38329831,38336643,26304,17-2,class2
ENSMUSG00000048292,Olfr1417,Olfr1417,olfactory receptor 1417,19,11826803,11839219,0,19-1,class2
ENSMUSG00000060556,Olfr1418,Olfr1418,olfactory receptor 1418,19,11852587,11861066,25784,19-1,class2
ENSMUSG00000067545,Olfr1419,Olfr1419,olfactory receptor 1419,19,11868613,11875106,16026,19-1,class2
ENSMUSG00000060878,Olfr1420,Olfr1420,olfactory receptor 1420,19,11886565,11898079,17952,19-1,class2
ENSMUSG00000067529,Olfr1423,Olfr1423,olfactory receptor 1423,19,12031787,12041317,145222,19-1,class2
ENSMUSG00000067528,Olfr1424,Olfr1424,olfactory receptor 1424,19,12058624,12062682,26837,19-1,class2
ENSMUSG00000067526,Olfr1425,Olfr1425,olfactory receptor 1425,19,12073234,12077731,14610,19-1,class2
ENSMUSG00000044994,Olfr1426,Olfr1426,olfactory receptor 1426,19,12086746,12092013,13512,19-1,class2
ENSMUSG00000067525,Olfr1427,Olfr1427,olfactory receptor 1427,19,12098006,12103334,11260,19-1,class2
ENSMUSG00000067524,Olfr1428,Olfr1428,olfactory receptor 1428,19,12107716,12115897,9710,19-1,class2
ENSMUSG00000067522,Olfr76,Olfr76,olfactory receptor 76,19,12117996,12123203,10280,19-1,class2
ENSMUSG00000108889,Olfr1555-ps1,Olfr1555-ps1,"olfactory receptor 1555, pseudogene 1",19,12164424,12170112,46428,19-1,class2
ENSMUSG00000094133,Olfr1431,Olfr1431,olfactory receptor 1431,19,12200634,12212191,36210,19-1,class2
ENSMUSG00000109022,Olfr1432,Olfr1432,olfactory receptor 1432,19,12227755,12232596,27121,19-1,class2
ENSMUSG00000067519,Olfr262,Olfr262,olfactory receptor 262,19,12240721,12241659,12966,19-1,class2
ENSMUSG00000060049,Olfr235,Olfr235,olfactory receptor 235,19,12261032,12270387,20311,19-1,class2
ENSMUSG00000095640,Olfr1434,Olfr1434,olfactory receptor 1434,19,12279854,12285626,18822,19-1,class2
ENSMUSG00000067513,Olfr1436,Olfr1436,olfactory receptor 1436,19,12298183,12299130,18329,19-1,class2
ENSMUSG00000096436,Olfr1437,Olfr1437,olfactory receptor 1437,19,12319207,12325101,21024,19-1,class2
ENSMUSG00000109328,Olfr1438-ps1,Olfr1438-ps1,"olfactory receptor 1438, pseudogene 1",19,12329422,12335910,10215,19-1,class2
ENSMUSG00000046650,Olfr1440,Olfr1440,olfactory receptor 1440,19,12387279,12401584,57857,19-1,class2
ENSMUSG00000050815,Olfr1441,Olfr1441,olfactory receptor 1441,19,12417433,12423569,30154,19-1,class2
ENSMUSG00000044441,Olfr1442,Olfr1442,olfactory receptor 1442,19,12670439,12677277,253006,19-1,class2
ENSMUSG00000045030,Olfr1443,Olfr1443,olfactory receptor 1443,19,12678112,12683851,7673,19-1,class2
ENSMUSG00000046272,Olfr1444,Olfr1444,olfactory receptor 1444,19,12857283,12863440,179171,19-1,class2
ENSMUSG00000045126,Olfr1445,Olfr1445,olfactory receptor 1445,19,12883855,12884855,26572,19-1,class2
ENSMUSG00000057817,Olfr1446,Olfr1446,olfactory receptor 1446,19,12888266,12893524,4411,19-1,class2
ENSMUSG00000060303,Olfr1447,Olfr1447,olfactory receptor 1447,19,12899434,12903743,11168,19-1,class2
ENSMUSG00000048456,Olfr1448,Olfr1448,olfactory receptor 1448,19,12916661,12924419,17227,19-1,class2
ENSMUSG00000049498,Olfr1449,Olfr1449,olfactory receptor 1449,19,12930840,12935752,14179,19-1,class2
ENSMUSG00000062892,Olfr1450,Olfr1450,olfactory receptor 1450,19,12950258,12956406,19418,19-1,class2
ENSMUSG00000046913,Olfr1451,Olfr1451,olfactory receptor 1451,19,12995014,13000417,44756,19-1,class2
ENSMUSG00000094755,Olfr1453,Olfr1453,olfactory receptor 1453,19,13027404,13028327,32390,19-1,class2
ENSMUSG00000094986,Olfr1454,Olfr1454,olfactory receptor 1454,19,13060610,13067157,33206,19-1,class2
ENSMUSG00000061637,Olfr1457,Olfr1457,olfactory receptor 1457,19,13093379,13097891,32769,19-1,class2
ENSMUSG00000062844,Olfr1458,Olfr1458,olfactory receptor 1458,19,13101593,13106775,8214,19-1,class2
ENSMUSG00000057503,Olfr1459,Olfr1459,olfactory receptor 1459,19,13138021,13149549,36428,19-1,class2
ENSMUSG00000045883,Olfr1461,Olfr1461,olfactory receptor 1461,19,13163000,13168130,24979,19-1,class2
ENSMUSG00000094721,Olfr1462,Olfr1462,olfactory receptor 1462,19,13185734,13193775,22734,19-1,class2
ENSMUSG00000096365,Olfr1463,Olfr1463,olfactory receptor 1463,19,13231328,13236400,45594,19-1,class2
ENSMUSG00000062199,Olfr1465,Olfr1465,olfactory receptor 1465,19,13312768,13315541,81440,19-1,class2
ENSMUSG00000096485,Olfr1466,Olfr1466,olfactory receptor 1466,19,13338862,13343572,26094,19-1,class2
ENSMUSG00000049015,Olfr1467,Olfr1467,olfactory receptor 1467,19,13362236,13368054,23374,19-1,class2
ENSMUSG00000063777,Olfr1469,Olfr1469,olfactory receptor 1469,19,13407849,13414540,45613,19-1,class2
ENSMUSG00000096320,Olfr1471,Olfr1471,olfactory receptor 1471,19,13443409,13451527,35560,19-1,class2
ENSMUSG00000095189,Olfr1472,Olfr1472,olfactory receptor 1472,19,13453280,13456086,9871,19-1,class2
ENSMUSG00000096273,Olfr1474,Olfr1474,olfactory receptor 1474,19,13469565,13472157,16285,19-1,class2
ENSMUSG00000096708,Olfr1475,Olfr1475,olfactory receptor 1475,19,13479252,13480196,9687,19-1,class2
ENSMUSG00000071629,Olfr1477,Olfr1477,olfactory receptor 1477,19,13500546,13506192,21294,19-1,class2
ENSMUSG00000095484,Olfr1480,Olfr1480,olfactory receptor 1480,19,13527913,13531275,27367,19-1,class2
ENSMUSG00000096289,Olfr1484,Olfr1484,olfactory receptor 1484,19,13583511,13588832,55598,19-1,class2
ENSMUSG00000094846,Olfr1487,Olfr1487,olfactory receptor 1487,19,13617375,13623072,33864,19-1,class2
ENSMUSG00000045678,Olfr1489,Olfr1489,olfactory receptor 1489,19,13631621,13643987,14246,19-1,class2
ENSMUSG00000061387,Olfr1490,Olfr1490,olfactory receptor 1490,19,13651091,13659545,19470,19-1,class2
ENSMUSG00000051156,Olfr1491,Olfr1491,olfactory receptor 1491,19,13697268,13706127,46177,19-1,class2
ENSMUSG00000109520,Olfr1493-ps1,Olfr1493-ps1,"olfactory receptor 1493, pseudogene 1",19,13723278,13727983,26010,19-1,class2
ENSMUSG00000050865,Olfr1494,Olfr1494,olfactory receptor 1494,19,13739728,13750479,16450,19-1,class2
ENSMUSG00000047207,Olfr1495,Olfr1495,olfactory receptor 1495,19,13764606,13770248,24878,19-1,class2
ENSMUSG00000048356,Olfr1496,Olfr1496,olfactory receptor 1496,19,13777878,13782920,13272,19-1,class2
ENSMUSG00000044040,Olfr1497,Olfr1497,olfactory receptor 1497,19,13794324,13798202,16446,19-1,class2
ENSMUSG00000045395,Olfr1499,Olfr1499,olfactory receptor 1499,19,13814275,13819447,19951,19-1,class2
ENSMUSG00000054526,Olfr1500,Olfr1500,olfactory receptor 1500,19,13826882,13830488,12607,19-1,class2
ENSMUSG00000057270,Olfr1501,Olfr1501,olfactory receptor 1501,19,13835033,13850692,8151,19-1,class2
ENSMUSG00000056858,Olfr1502,Olfr1502,olfactory receptor 1502,19,13861795,13862745,26762,19-1,class2
ENSMUSG00000059105,Olfr1504,Olfr1504,olfactory receptor 1504,19,13886920,13897928,25125,19-1,class2
ENSMUSG00000062314,Olfr1505,Olfr1505,olfactory receptor 1505,19,13913530,13921866,26610,19-1,class2
ENSMUSG00000113163,Olfr335-ps,Olfr335-ps,"olfactory receptor 335, pseudogene",2,36301541,36302479,0,02-1,class2
ENSMUSG00000068950,Olfr338,Olfr338,olfactory receptor 338,2,36373519,36382433,71978,02-1,class2
ENSMUSG00000094464,Olfr339,Olfr339,olfactory receptor 339,2,36418947,36426123,45428,02-1,class2
ENSMUSG00000094266,Olfr340,Olfr340,olfactory receptor 340,2,36452587,36453525,33640,02-1,class2
ENSMUSG00000075387,Olfr341,Olfr341,olfactory receptor 341,2,36473721,36482468,21134,02-1,class2
ENSMUSG00000111869,Olfr342,Olfr342,olfactory receptor 342,2,36524998,36530790,51277,02-1,class2
ENSMUSG00000096822,Olfr344,Olfr344,olfactory receptor 344,2,36566662,36576178,41664,02-1,class2
ENSMUSG00000059251,Olfr345,Olfr345,olfactory receptor 345,2,36640041,36640976,73379,02-1,class2
ENSMUSG00000094764,Olfr346,Olfr346,olfactory receptor 346,2,36685788,36691293,45747,02-1,class2
ENSMUSG00000111863,Olfr347,Olfr347,olfactory receptor 347,2,36731902,36737640,46114,02-1,class2
ENSMUSG00000049315,Olfr348,Olfr348,olfactory receptor 348,2,36784276,36789998,52374,02-1,class2
ENSMUSG00000111021,Olfr50,Olfr50,olfactory receptor 50,2,36790538,36797392,6262,02-1,class2
ENSMUSG00000075384,Olfr3,Olfr3,olfactory receptor 3,2,36811492,36817032,20954,02-1,class2
ENSMUSG00000050015,Olfr350,Olfr350,olfactory receptor 350,2,36846310,36851702,34818,02-1,class2
ENSMUSG00000075383,Olfr351,Olfr351,olfactory receptor 351,2,36857539,36862660,11229,02-1,class2
ENSMUSG00000053146,Olfr352,Olfr352,olfactory receptor 352,2,36868460,36872785,10921,02-1,class2
ENSMUSG00000075382,Olfr353,Olfr353,olfactory receptor 353,2,36887293,36892936,18833,02-1,class2
ENSMUSG00000055088,Olfr354,Olfr354,olfactory receptor 354,2,36905680,36916038,18387,02-1,class2
ENSMUSG00000075380,Olfr355,Olfr355,olfactory receptor 355,2,36925190,36928897,19510,02-1,class2
ENSMUSG00000070943,Olfr356,Olfr356,olfactory receptor 356,2,36937121,36938068,11931,02-1,class2
ENSMUSG00000055838,Olfr357,Olfr357,olfactory receptor 357,2,36993827,37001847,56706,02-1,class2
ENSMUSG00000075379,Olfr358,Olfr358,olfactory receptor 358,2,37002163,37009335,8336,02-1,class2
ENSMUSG00000083361,Olfr360,Olfr360,olfactory receptor 360,2,37065746,37069651,63583,02-1,class2
ENSMUSG00000075378,Olfr361,Olfr361,olfactory receptor 361,2,37083736,37089290,17990,02-1,class2
ENSMUSG00000075377,Olfr362,Olfr362,olfactory receptor 362,2,37101706,37117910,17970,02-1,class2
ENSMUSG00000078198,Olfr364-ps1,Olfr364-ps1,"olfactory receptor 364, pseudogene 1",2,37139322,37148585,37616,02-1,class2
ENSMUSG00000059429,Olfr365,Olfr365,olfactory receptor 365,2,37188198,37206019,48876,02-1,class2
ENSMUSG00000068947,Olfr366,Olfr366,olfactory receptor 366,2,37211574,37224506,23376,02-1,class2
ENSMUSG00000049018,Olfr368,Olfr368,olfactory receptor 368,2,37326515,37332772,114941,02-1,class2
ENSMUSG00000075223,Olfr987,Olfr987,olfactory receptor 987,2,85330779,85339315,48004264,02-2,class2
ENSMUSG00000075222,Olfr988,Olfr988,olfactory receptor 988,2,85352428,85363227,21649,02-2,class2
ENSMUSG00000075221,Olfr992,Olfr992,olfactory receptor 992,2,85398824,85409469,46396,02-2,class2
ENSMUSG00000075220,Olfr993,Olfr993,olfactory receptor 993,2,85413933,85414877,15109,02-2,class2
ENSMUSG00000075219,Olfr994,Olfr994,olfactory receptor 994,2,85429380,85436451,15447,02-2,class2
ENSMUSG00000075218,Olfr995,Olfr995,olfactory receptor 995,2,85437528,85443639,8148,02-2,
ENSMUSG00000111179,Olfr996,Olfr996,olfactory receptor 996,2,85579215,85580282,141687,02-2,class2
ENSMUSG00000111454,Olfr998,Olfr998,olfactory receptor 998,2,85588948,85591893,9733,02-2,class2
ENSMUSG00000075215,Olfr1000,Olfr1000,olfactory receptor 1000,2,85607037,85611903,18089,02-2,class2
ENSMUSG00000075214,Olfr1002,Olfr1002,olfactory receptor 1002,2,85646057,85650704,39020,02-2,class2
ENSMUSG00000075212,Olfr154,Olfr154,olfactory receptor 154,2,85663377,85664455,17320,02-2,class2
ENSMUSG00000075211,Olfr1006,Olfr1006,olfactory receptor 1006,2,85673657,85678767,10280,02-2,class2
ENSMUSG00000050603,Olfr1008,Olfr1008,olfactory receptor 1008,2,85689431,85690372,15774,02-2,class2
ENSMUSG00000043226,Olfr1009,Olfr1009,olfactory receptor 1009,2,85715419,85725136,25988,02-2,class2
ENSMUSG00000075210,Olfr1012,Olfr1012,olfactory receptor 1012,2,85757353,85762766,41934,02-2,class2
ENSMUSG00000053287,Olfr1013,Olfr1013,olfactory receptor 1013,2,85767098,85774649,9745,02-2,class2
ENSMUSG00000059379,Olfr1014,Olfr1014,olfactory receptor 1014,2,85772713,85778974,5615,02-2,class2
ENSMUSG00000033850,Olfr1015,Olfr1015,olfactory receptor 1015,2,85782017,85787812,9304,02-2,class2
ENSMUSG00000075209,Olfr1016,Olfr1016,olfactory receptor 1016,2,85797618,85802544,15601,02-2,class2
ENSMUSG00000043892,Olfr1018,Olfr1018,olfactory receptor 1018,2,85818479,85824221,20861,02-2,class2
ENSMUSG00000075208,Olfr1019,Olfr1019,olfactory receptor 1019,2,85839621,85845483,21142,02-2,class2
ENSMUSG00000046975,Olfr1020,Olfr1020,olfactory receptor 1020,2,85847030,85851794,7409,02-2,class2
ENSMUSG00000057761,Olfr1022,Olfr1022,olfactory receptor 1022,2,85868594,85869541,21564,02-2,class2
ENSMUSG00000050128,Olfr1023,Olfr1023,olfactory receptor 1023,2,85885640,85891213,17046,02-2,class2
ENSMUSG00000075206,Olfr1024,Olfr1024,olfactory receptor 1024,2,85904069,85905052,18429,02-2,class2
ENSMUSG00000058884,Olfr1025-ps1,Olfr1025-ps1,"olfactory receptor 1025, pseudogene 1",2,85915193,85921381,11124,02-2,class2
ENSMUSG00000042863,Olfr1026,Olfr1026,olfactory receptor 1026,2,85921558,85924623,6365,02-2,class2
ENSMUSG00000057207,Olfr1028,Olfr1028,olfactory receptor 1028,2,85950437,85953910,28879,02-2,class2
ENSMUSG00000059873,Olfr1029,Olfr1029,olfactory receptor 1029,2,85973895,85978913,23458,02-2,class2
ENSMUSG00000044923,Olfr1030,Olfr1030,olfactory receptor 1030,2,85979276,85988294,5381,02-2,class2
ENSMUSG00000043267,Olfr1031,Olfr1031,olfactory receptor 1031,2,85990304,85993704,11028,02-2,class2
ENSMUSG00000042796,Olfr1032,Olfr1032,olfactory receptor 1032,2,86005540,86009125,15236,02-2,class2
ENSMUSG00000045392,Olfr1033,Olfr1033,olfactory receptor 1033,2,86020633,86045171,15093,02-2,class2
ENSMUSG00000102091,Olfr1034,Olfr1034,olfactory receptor 1034,2,86045861,86050742,25228,02-2,class2
ENSMUSG00000099820,Olfr1036,Olfr1036,olfactory receptor 1036,2,86073992,86077194,28131,02-2,class2
ENSMUSG00000075205,Olfr1037,Olfr1037,olfactory receptor 1037,2,86084671,86087385,10679,02-2,class2
ENSMUSG00000050577,Olfr1038-ps,Olfr1038-ps,"olfactory receptor 1038, pseudogene",2,86120223,86126356,35552,02-2,class2
ENSMUSG00000075204,Olfr1039,Olfr1039,olfactory receptor 1039,2,86127995,86135928,7772,02-2,class2
ENSMUSG00000075203,Olfr1040,Olfr1040,olfactory receptor 1040,2,86145791,86146732,17796,02-2,class2
ENSMUSG00000075202,Olfr1042,Olfr1042,olfactory receptor 1042,2,86156743,86161838,10952,02-2,class2
ENSMUSG00000075201,Olfr1043,Olfr1043,olfactory receptor 1043,2,86161890,86167522,5147,02-2,class2
ENSMUSG00000075200,Olfr1044,Olfr1044,olfactory receptor 1044,2,86168589,86177820,6699,02-2,class2
ENSMUSG00000075199,Olfr52,Olfr52,olfactory receptor 52,2,86179412,86185683,10823,02-2,class2
ENSMUSG00000075198,Olfr1045,Olfr1045,olfactory receptor 1045,2,86195910,86203009,16498,02-2,class2
ENSMUSG00000075197,Olfr1046,Olfr1046,olfactory receptor 1046,2,86214987,86219314,19077,02-2,class2
ENSMUSG00000075196,Olfr1047,Olfr1047,olfactory receptor 1047,2,86226567,86231401,11580,02-2,class2
